Body Type,Club,Club (group),Contract Valid Until,Height,ID,Jersey Number,Joined,Loaned From,Name,Nationality,Play|Not_Play,Position,Preferred Foot,Release Clause,Value,Wage,Weight,Work Rate,Acceleration,Age,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,F1,Finishing,FK Accuracy,GK calculation,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,International Reputation,Jumping,Long Passing,Long Shots,Marking,Number of Records,Overall,Penalties,Positioning,Potential,Reactions,Short Passing,Shot Power,Skill Moves,Sliding Tackle,Special,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot
Lean,Stade Malherbe Caen,Stade Malherbe Caen,2022,6'2,223875,18,24-07-2018,,Y. Bammou,Morocco,No,ST,Right,€7.7M,€3.7M,€18K,172lbs,Medium/ High,65,26,83,70,51,74,73,68,69,73,3629,72,59,Low,10,15,11,7,10,74,45,1,74,69,71,32,1,72,67,68,73,65,72,75,3,42,1880,66,66,53,74,64,66,3
Lean,FC St. Pauli,FC St. Pauli,2020,6'3,188586,23,06-01-2017,,J. Flum,Germany,No,RDM,Right,€2.1M,€1.3M,€10K,181lbs,Medium/ High,42,30,68,51,49,69,76,66,58,64,5346,55,47,High,16,11,12,7,15,65,73,1,53,70,69,65,1,70,57,59,70,69,72,77,3,62,1810,48,63,69,77,73,59,3
Lean,MKE Ankaragücü,MKE Ankaragücü,2019,6'4,178152,14,01-07-2018,,R. Faty,Senegal,No,RDM,Right,€3.2M,€1.6M,€13K,181lbs,Medium/ High,53,31,77,64,68,74,68,53,53,63,4669,39,51,Low,7,13,12,15,7,73,70,1,68,68,53,71,1,71,49,50,71,63,71,68,3,69,1807,56,75,70,87,47,50,3
Normal,Guangzhou R&F; FC,Guangzhou R&F; FC,2019,5'10,206171,8,09-01-2017,,Júnior Urso,BRAZIL,No,RCM,Right,€10.8M,€5M,€15K,159lbs,Medium/ High,66,29,78,59,77,74,72,51,42,68,1758,65,37,High,9,11,14,9,12,56,76,1,72,68,73,68,1,75,48,54,75,67,77,74,3,72,1876,69,82,77,74,66,31,3
Normal,Birmingham City,Birmingham City,2020,5'10,199584,6,27-07-2015,,M. Kieftenbeld,Netherlands,No,LCM,Right,€3.2M,€1.6M,€15K,172lbs,Medium/ High,66,28,80,68,72,65,66,63,57,65,5312,58,62,Low,13,7,12,10,6,59,70,1,80,65,70,68,1,70,58,55,71,64,68,80,3,72,1937,67,80,72,70,61,74,3
Normal,Frosinone,Frosinone,2021,5'10,206109,66,01-07-2018,,Y. Chibsah,Ghana,No,RCM,Right,€5.5M,€2.9M,€11K,172lbs,Medium/ High,76,25,75,81,83,70,63,59,50,69,4048,58,46,Low,9,5,10,9,5,60,75,1,65,68,63,64,1,71,52,64,74,74,73,70,3,62,1892,67,89,66,69,62,44,3
Normal,MKE Ankaragücü,MKE Ankaragücü,2018,5'11,223695,66,31-08-2018,,E. Şen,Belgium,No,CDM,Right,€4.8M,€2.4M,€15K,165lbs,Medium/ High,67,29,72,64,67,72,77,58,59,68,3826,57,68,High,10,14,13,14,15,70,73,1,81,67,70,73,1,72,65,62,72,69,74,71,3,70,1953,66,63,74,67,58,62,3
Normal,Club Tijuana,Club Tijuana,2019,5'11,214770,7,24-07-2018,,D. González,Argentina,No,LCM,Right,€11.9M,€7M,€22K,172lbs,Medium/ High,68,30,84,66,60,73,76,68,58,71,1548,64,41,High,16,13,7,12,14,64,75,1,69,75,73,65,1,76,57,69,76,77,77,75,3,69,1996,70,93,71,79,73,50,3
Normal,Nîmes Olympique,Nîmes Olympique,2020,5'11,209430,20,01-07-2012,,R. Ripart,France,No,LM,Right,€4.5M,€2.2M,€10K,161lbs,Medium/ High,72,25,50,66,66,72,61,68,65,70,4843,71,55,Low,10,11,10,13,11,64,37,1,64,61,72,55,1,70,69,70,72,67,65,75,3,31,1829,78,76,36,68,60,71,3
Normal,Beşiktaş JK,Beşiktaş JK,2021,5'11,193945,20,01-07-2009,,N. Uysal,Turkey,No,RCB,Right,€7.7M,€3.9M,€32K,159lbs,Medium/ High,69,27,86,66,68,74,62,68,45,69,2979,55,30,Low,15,13,13,16,7,76,68,1,80,74,65,70,1,73,60,42,75,67,73,69,3,71,1900,70,75,75,76,62,33,3
Normal,Alianza Petrolera,Alianza Petrolera,2022,5'11,208960,21,12-07-2018,,H. Henao,COLOMBIANA,No,RDM,Right,€2.2M,€1.6M,€2K,152lbs,Medium/ High,69,31,70,70,66,64,64,63,68,65,4176,60,69,Low,7,16,11,7,9,64,73,1,81,75,74,70,1,71,70,59,71,64,68,81,3,70,1984,69,85,68,75,59,65,3
Normal,Colo-Colo,Colo-Colo,2023,5'11,214294,9,05-07-2018,,E. Pavez,Chile,No,CM,Right,€5.6M,€4M,€8K,168lbs,Medium/ High,76,28,77,79,64,72,72,58,55,71,2654,66,31,Low,10,8,10,14,8,73,68,1,82,71,70,67,1,73,39,69,73,70,73,75,3,70,1967,78,87,69,80,71,56,3
Normal,Puebla FC,Puebla FC,2018,5'5,211338,3,01-01-2018,,A. Chumacero,Bolivia,No,CM,Right,€11.5M,€6.5M,€9K,143lbs,Medium/ High,75,27,75,76,92,76,74,70,62,70,2355,61,58,Low,8,9,11,14,6,56,75,1,68,73,73,61,1,74,67,64,75,71,78,77,3,63,2028,70,86,64,68,72,79,3
Normal,Western Sydney Wanderers,Western Sydney Wanderers,2019,5'6,202678,4,01-06-2017,,J. Risdon,Australia,No,RB,Right,€4.3M,€3.2M,€7K,154lbs,Medium/ High,78,25,71,63,87,68,60,70,59,64,3764,48,38,Low,6,8,7,15,8,53,74,1,92,60,55,68,1,72,43,43,75,57,63,50,3,73,1823,76,85,75,79,57,30,3
Normal,FC Lorient,FC Lorient,2021,5'6,199195,22,29-01-2018,,J. Delaplace,France,No,LCM,Right,€2.4M,€1.3M,€6K,150lbs,Medium/ High,63,32,69,71,79,70,68,59,62,66,4860,47,64,High,9,7,12,8,9,38,70,1,83,68,58,65,1,70,53,63,70,73,72,56,3,62,1843,60,82,66,58,67,54,3
Normal,FC Ingolstadt 04,FC Ingolstadt 04,2021,5'7,199661,8,30-07-2013,,A. Cohen,Israel,No,LDM,Right,€5M,€3.1M,€20K,157lbs,Medium/ High,68,29,87,77,87,72,70,57,53,63,3164,64,63,Low,6,13,6,13,7,65,73,1,90,64,62,72,1,73,66,61,73,73,70,68,3,75,1984,65,87,74,66,61,56,3
Normal,Pachuca,Pachuca,2021,5'7,187421,16,01-01-2012,,J. Hernández,Mexico,No,CDM,Right,€8.5M,€5M,€26K,172lbs,Medium/ High,67,29,84,67,74,73,75,64,71,67,1629,49,63,High,9,9,13,8,11,56,75,1,81,71,69,69,1,75,69,56,75,69,74,74,3,69,2007,72,89,72,69,73,71,3
Normal,Philadelphia Union,Philadelphia Union,2018,5'8,231985,12,14-01-2016,,K. Rosenberry,United States,No,RB,Right,€3.1M,€2M,€4K,161lbs,Medium/ High,74,24,72,78,78,69,68,64,62,64,4937,48,48,Low,14,15,13,6,9,57,69,1,75,64,45,70,1,70,59,58,75,70,69,66,3,67,1855,71,75,70,64,57,35,3
Normal,AEK Athens,AEK Athens,2021,5'8,239845,25,21-08-2015,,K. Galanopoulos,Greece,No,RDM,Right,€11.5M,€4.1M,€1K,159lbs,Medium/ High,76,20,74,72,77,73,61,64,60,70,4654,40,45,Low,6,12,9,6,7,51,70,1,56,67,56,68,1,71,48,59,84,70,74,65,3,69,1826,70,74,70,55,64,49,3
Normal,FC Basel 1893,FC Basel 1893,2021,5'8,199504,34,01-01-2010,,T. Xhaka,Albania,No,LDM,Right,€6.2M,€3.9M,€19K,159lbs,Medium/ High,72,27,90,69,76,71,73,71,53,68,2785,54,63,High,11,8,14,14,11,46,70,1,72,67,74,74,1,73,60,61,75,68,71,73,3,75,1984,77,92,68,75,63,53,3
Normal,Universidad de Chile,Universidad de Chile,2018,5'9,203798,14,06-07-2017,,F. Seymour,Chile,No,CM,Right,€2.3M,€1.6M,€7K,172lbs,Medium/ High,71,30,74,70,77,68,67,66,60,65,4842,50,57,High,13,8,12,10,12,57,72,1,56,69,63,68,1,70,53,67,70,64,72,70,3,64,1903,66,83,69,69,66,62,3
Normal,Universidad de Chile,Universidad de Chile,2019,5'9,214299,17,22-06-2017,,R. Caroca,Chile,No,LDM,Right,€2.7M,€1.9M,€8K,159lbs,Medium/ High,80,28,72,68,71,68,65,64,53,67,4041,60,31,Low,9,8,9,16,8,65,74,1,67,67,57,66,1,71,57,68,71,67,70,73,3,63,1872,76,82,69,73,64,30,3
Normal,Chicago Fire,Concaf clubs,2019,5'9,176071,6,17-01-2017,,D. McCarty,United States,No,RDM,Right,€5.5M,€3.8M,€7K,150lbs,Medium/ High,64,31,78,72,77,70,66,59,66,68,2491,46,54,High,15,6,8,6,11,64,72,1,58,66,53,73,1,74,66,60,74,73,76,68,3,73,1900,49,88,72,67,66,56,3
Normal,Bristol City,Europe league,2020,5'9,189619,7,27-06-2014,,K. Smith,England,No,CM,Right,€4M,€2M,€23K,154lbs,Medium/ High,68,27,73,70,78,71,74,60,60,67,5375,53,55,High,6,10,11,7,11,60,70,1,59,66,56,67,1,70,57,57,71,72,72,58,3,66,1868,72,84,72,71,65,44,3
Normal,Queens Park Rangers,Queens Park Rangers,2020,5'9,205347,8,28-05-2015,,M. Luongo,Australia,No,RDM,Right,€11.9M,€6M,€9K,168lbs,Medium/ High,73,25,76,79,76,72,63,51,49,74,2136,63,46,Low,15,13,9,14,6,59,72,1,84,68,63,64,1,74,52,65,77,72,71,69,3,74,1960,74,92,77,72,70,46,3
Normal,Angers SCO,Concaf clubs,2020,5'9,189946,29,01-07-2008,,V. Manceau,France,No,RB,Right,€8.9M,€4.4M,€20K,154lbs,Medium/ High,62,28,72,67,79,74,69,75,48,72,2594,40,44,High,16,10,10,11,16,69,76,1,82,74,41,76,1,74,58,54,74,75,75,58,3,75,1880,45,80,75,65,64,42,3
Normal,Preston North End,Preston North End,2021,5'9,215437,2,26-07-2017,,D. Fisher,England,No,RB,Right,€5.1M,€2.6M,€8K,154lbs,Medium/ High,79,24,84,72,63,66,56,61,31,65,4400,20,32,Low,12,14,10,14,6,58,70,1,70,50,26,70,1,71,35,37,75,69,57,32,3,73,1651,79,80,75,73,42,26,3
Normal,Lech Poznań,Lech Poznań,2021,5'9,219181,25,02-07-2018,,Pedro Tiba,Portugal,No,LDM,Right,€4M,€3M,€8K,152lbs,Medium/ High,66,29,70,67,68,75,72,60,70,72,3352,59,59,High,16,7,13,6,15,52,68,1,70,65,65,46,1,72,57,65,72,67,76,81,3,68,1915,62,77,71,73,73,56,3
Normal,Puebla FC,Puebla FC,31-Dec-18,5'9,177955,21,,Club América,D. Guerrero,Mexico,No,CDM,Right,,€1.8M,€31K,157lbs,Medium/ High,47,30,78,56,66,71,66,63,72,70,4078,41,44,Low,11,11,14,6,6,63,70,1,62,71,52,68,1,71,52,38,71,67,70,61,3,62,1757,43,76,66,72,65,43,3
Normal,Stade Malherbe Caen,Stade Malherbe Caen,2019,6'0,203435,4,01-07-2016,,I. Diomandé,Ivory Coast,No,CDM,Right,€7.2M,€3.5M,€14K,181lbs,Medium/ High,63,25,77,66,65,69,69,59,56,67,3737,47,40,High,16,8,10,15,9,67,73,1,68,66,66,67,1,72,42,32,77,70,74,73,3,70,1824,65,74,74,75,58,43,3
Normal,Rangers FC,Rangers FC,2020,6'0,189218,8,01-07-2017,,R. Jack,Scotland,No,CDM,Right,€11.3M,€6M,€39K,159lbs,Medium/ High,66,26,82,70,65,74,80,59,63,67,2135,49,47,Low,12,16,11,8,9,65,72,1,69,71,54,70,1,74,55,48,78,69,75,61,3,68,1875,66,91,73,73,66,31,3
Normal,Club Brugge KV,Club Brugge KV,2022,6'0,224158,6,24-08-2018,,S. Amrabat,Morocco,No,CM,Right,€9.4M,€5.5M,€13K,170lbs,Medium/ High,68,21,77,70,75,75,71,70,65,75,2990,49,53,Low,13,13,6,16,12,65,70,1,74,76,57,66,1,73,50,60,79,66,77,76,3,64,1964,72,80,69,77,70,58,3
Normal,AS Monaco,AS Monaco,2023,6'0,194020,28,06-07-2018,,Pelé,Guinea Bissau,No,CDM,Right,€12.8M,€6.5M,€48K,170lbs,Medium/ High,63,26,82,67,63,72,74,59,54,66,2015,50,65,Low,14,12,10,12,5,65,75,1,71,71,66,73,1,75,77,64,77,75,77,73,3,73,1964,60,77,75,74,66,58,3
Normal,Getafe CF,Getafe CF,2024,6'0,239433,20,16-07-2018,,N. Maksimović,Serbia,No,LCM,Right,€18.4M,€8M,€17K,165lbs,Medium/ High,62,23,68,65,63,72,74,55,59,71,2218,70,72,High,14,10,15,15,13,67,75,1,70,76,69,75,1,74,50,56,81,75,78,66,3,70,1945,65,69,75,73,71,41,3
Normal,Amiens SC,Amiens SC,30-Jun-19,6'0,222982,17,,Toulouse Football Club,A. Blin,France,No,CDM,Right,,€4M,€13K,172lbs,Medium/ High,59,21,72,61,67,66,68,62,65,64,3233,52,46,High,13,6,8,10,8,58,72,1,66,64,55,74,1,72,52,62,80,73,71,60,3,73,1833,54,79,74,71,68,48,3
Normal,,,,6'1,182579,15,,,V. Cáceres,Paraguay,No,RDM,Right,, 0, 0,181lbs,Medium/ High,63,33,88,62,63,71,72,67,62,67,1671,62,59,Low,16,11,13,14,8,74,80,1,71,66,74,72,1,75,63,69,75,69,70,74,3,72,2012,61,75,76,79,68,73,3
Normal,Malmö FF,Malmö FF,2021,6'1,187337,11,25-07-2018,,G. Molins,Sweden,No,ST,Right,€3.1M,€2.4M,€6K,183lbs,Medium/ High,69,29,60,67,62,73,74,63,65,72,4566,69,60,Low,6,15,16,7,6,56,33,1,34,56,69,52,1,71,70,74,71,70,68,76,3,37,1804,72,66,42,81,71,67,3
Normal,SC Braga,SC Braga,2021,6'1,186935,25,09-07-2018,,Claudemir,BRAZIL,No,RCM,Right,€12M,€6M,€14K,159lbs,Medium/ High,61,30,72,62,61,74,73,69,67,68,1681,59,68,Low,15,13,11,13,13,69,75,1,62,72,71,69,1,75,60,69,75,74,79,70,3,65,1993,63,77,73,77,75,67,3
Normal,SD Huesca,SD Huesca,30-Jun-19,6'3,229038,17,,UD Las Palmas,Christian Rivera,Spain,No,CDM,Right,,€2.4M,€4K,192lbs,Medium/ High,55,20,64,62,62,68,66,59,58,65,5360,41,40,Low,15,12,6,10,9,60,70,1,69,66,51,71,1,70,43,58,79,65,70,59,3,65,1758,57,73,68,70,70,47,3
Normal,ADO Den Haag,ADO Den Haag,2021,6'4,204476,4,20-08-2015,,T. Beugelsdijk,Netherlands,No,CB,Right,€3.9M,€2.6M,€7K,174lbs,Medium/ High,48,27,85,34,32,55,65,31,35,41,3777,34,30,Low,11,13,15,8,10,74,66,1,73,51,33,71,1,72,44,36,72,63,61,56,3,70,1523,47,64,75,83,42,32,3
Normal,KRC Genk,KRC Genk,2021,6'5,228092,14,02-01-2017,,S. Berge,Norway,No,RCM,Right,€19.6M,€11.5M,€11K,207lbs,Medium/ High,75,20,67,68,53,76,78,61,64,76,1564,34,40,High,14,9,10,8,10,73,78,1,71,76,55,68,1,76,46,62,87,69,80,75,3,61,1920,77,80,72,88,76,48,3
Stocky,Venezia FC,Venezia FC,2021,5'11,211325,21,14-09-2018,,A. Schiavone,Italy,No,CM,Right,€5M,€3.1M,€4K,183lbs,Medium/ High,68,25,65,71,73,72,65,67,67,68,4363,67,68,Low,9,8,8,14,6,53,67,1,67,68,71,57,1,71,69,54,76,68,75,68,3,64,1926,57,79,65,76,69,68,3
Stocky,Toulouse Football Club,Toulouse Football Club,2021,5'11,231235,2,13-10-2016,,K. Amian,France,No,RB,Right,€18.7M,€8.5M,€17K,172lbs,Medium/ High,69,20,75,71,74,69,72,68,69,67,1708,35,39,High,7,8,14,14,11,68,73,1,74,57,35,77,1,75,42,63,83,74,73,53,3,77,1857,73,77,77,73,55,46,3
Stocky,Real Zaragoza,Real Zaragoza,2023,5'11,162047,21,01-07-2016,,Zapater,Spain,No,RCM,Right,€2.2M,€1.4M,€7K,176lbs,Medium/ High,58,33,71,56,63,70,68,63,68,63,4748,59,78,High,15,6,10,8,16,60,72,1,63,74,73,68,1,71,65,63,71,63,70,74,3,64,1909,45,71,72,74,75,59,3
Lean,Newell's Old Boys,Newell's Old Boys,2019,5'10,192370,33,10-08-2018,,M. Formica,Argentina,No,CAM,Right,€2.5M,€1.7M,€11K,154lbs,Medium/ Low,74,30,52,69,74,72,60,66,63,74,5168,66,59,Low,14,14,9,13,14,65,33,1,70,67,73,34,1,70,66,67,70,64,63,73,3,29,1778,72,49,24,59,72,65,3
Lean,Argentinos Juniors,Concaf clubs,2019,5'10,231128,19,24-07-2016,,H. Toledo,Argentina,No,LW,Right,€4.8M,€3.2M,€9K,159lbs,Medium/ Low,77,22,52,75,69,73,65,62,72,75,4612,71,62,Low,15,14,7,7,10,59,60,1,69,67,71,35,1,71,58,63,76,70,68,67,3,45,1856,76,66,44,62,69,66,3
Lean,Club Tijuana,Club Tijuana,2019,5'10,223248,9,05-01-2017,,J. Lucero,Argentina,No,ST,Right,€8.5M,€4.8M,€19K,159lbs,Medium/ Low,84,26,64,84,69,72,72,60,58,71,2639,70,41,Low,15,8,10,14,6,73,32,1,72,60,63,21,1,73,71,72,74,72,70,71,3,18,1782,79,65,30,70,52,65,3
Lean,1. FC Köln,1. FC Köln,2020,5'10,202276,11,01-07-2014,,S. Zoller,Germany,No,ST,Right,€6.4M,€4.3M,€19K,154lbs,Medium/ Low,78,27,52,73,73,73,66,68,69,71,2681,75,55,Low,9,16,10,10,13,63,20,1,64,54,63,37,1,73,66,75,73,71,70,72,3,23,1791,78,67,23,62,64,74,3
Lean,FC St. Pauli,FC St. Pauli,2021,5'10,201877,20,06-06-2018,,M. Møller Dæhli,Norway,No,LM,Right,€7M,€4.2M,€12K,157lbs,Medium/ Low,83,23,26,87,83,80,66,66,62,80,3669,53,61,Low,6,12,10,7,9,20,21,1,57,64,52,28,1,72,56,63,77,65,70,48,3,24,1619,73,64,20,46,69,54,3
Lean,Granada CF,Granada CF,2020,5'11,204830,7,01-07-2018,,Vadillo,Spain,No,RM,Right,€5.8M,€3.2M,€6K,154lbs,Medium/ Low,91,23,46,90,73,79,66,68,67,80,4053,66,51,Low,6,7,13,10,7,55,39,1,73,60,62,35,1,71,59,62,77,53,69,61,3,25,1707,93,36,26,41,56,48,3
Lean,SK Rapid Wien,SK Rapid Wien,2021,5'11,200918,28,15-06-2018,,C. Knasmüllner,Austria,No,CAM,Right,€6.1M,€3.9M,€14K,154lbs,Medium/ Low,78,26,55,83,84,75,64,64,73,72,3842,66,69,Low,6,14,8,9,9,45,47,1,74,68,62,30,1,72,74,65,75,69,73,68,3,43,1876,75,79,42,65,72,60,3
Lean,Boca Juniors,Boca Juniors,31-Dec-18,5'6,226385,11,,Villarreal CF,C. Espinoza,Argentina,No,RW,Right,,€2.5M,€15K,154lbs,Medium/ Low,77,23,34,80,77,70,62,72,52,75,5053,64,61,Low,16,8,12,7,8,46,30,1,62,58,67,40,1,70,54,65,77,66,67,65,3,24,1709,74,65,28,57,70,58,3
Lean,Santos,Santos,2021,5'9,230475,23,01-01-2018,,Adilson Edrada,BRAZIL,No,CAM,Right,€13.3M,€7M,€18K,159lbs,Medium/ Low,79,26,43,81,78,73,67,63,61,75,1718,73,66,Low,12,16,12,11,13,56,38,1,69,58,73,16,1,75,76,76,75,66,76,61,3,44,1838,82,55,32,59,77,68,3
Lean,SL Benfica,SL Benfica,2022,6'1,213432,19,01-07-2018,,F. Ferreyra,Argentina,No,ST,Right,€21.8M,€10.5M,€14K,172lbs,Medium/ Low,70,27,58,78,68,77,79,49,48,73,1116,81,42,High,11,11,8,14,15,83,23,1,77,53,77,22,1,77,70,77,78,77,68,75,3,26,1811,72,72,29,73,66,68,3
Lean,Santos Laguna,Santos Laguna,2020,6'2,215064,9,01-01-2017,,J. Furch,Argentina,No,RS,Right,€10.2M,€6M,€22K,194lbs,Medium/ Low,49,28,60,54,51,72,76,51,60,65,2109,77,48,High,11,9,13,8,13,80,46,1,75,57,69,39,1,74,64,79,74,68,69,78,3,27,1772,64,77,25,85,63,66,3
Normal,Al Nassr,Asia clubs,2021,5'10,213761,9,23-08-2018,,A. Hamdallah,Morocco,No,ST,Right,€10.2M,€6M,€35K,179lbs,Medium/ Low,72,27,54,65,68,73,66,64,74,70,2069,80,56,Low,9,11,9,15,10,71,20,1,67,57,70,29,1,74,65,77,74,55,66,76,3,17,1757,73,62,16,75,65,66,3
Normal,PSV,PSV,2023,5'10,227903,10,01-07-2018,,M. Romero,Argentina,No,ST,Right,€7.8M,€3.8M,€5K,159lbs,Medium/ Low,75,19,49,69,68,67,67,45,44,64,4986,75,42,High,15,10,16,14,14,66,17,1,83,42,65,22,1,70,59,65,85,63,55,74,3,18,1648,77,67,21,73,52,62,3
Normal,Cruz Azul,Cruz Azul,31-May-19,5'10,212409,18,,Querétaro,A. Rentería,COLOMBIANA,No,ST,Right,,€3.1M,€8K,174lbs,Medium/ Low,78,25,58,78,67,74,65,65,72,76,4518,67,65,High,12,11,15,12,16,65,21,1,76,52,69,20,1,71,56,62,75,65,65,79,3,17,1783,83,73,22,70,55,67,3
Normal,BB Erzurumspor,BB Erzurumspor,2019,5'11,199290,11,10-07-2018,,A. Khubulov,Russia,No,RM,Right,€6.3M,€3.3M,€11K,163lbs,Medium/ Low,77,27,74,76,71,74,69,66,55,79,3589,65,69,High,15,6,14,8,15,58,28,1,60,71,63,32,1,72,75,53,72,71,65,63,3,17,1795,89,73,18,58,69,68,3
Normal,Willem II,Willem II,2019,5'11,210441,9,01-07-2016,,Fran Sol,Spain,No,ST,Right,€12.2M,€8M,€11K,170lbs,Medium/ Low,67,26,51,68,65,70,69,37,61,63,1589,80,62,High,10,6,9,13,11,78,28,1,82,49,73,37,1,75,72,74,76,76,62,78,3,19,1767,68,69,25,73,62,69,3
Normal,Nagoya Grampus,Nagoya Grampus,2019,5'6,219771,10,16-07-2018,,Gabriel Xavier,BRAZIL,No,LF,Right,€3.1M,€2.3M,€5K,134lbs,Medium/ Low,74,24,41,72,75,70,65,58,60,74,5191,64,51,High,7,14,8,14,15,45,29,1,52,67,58,40,1,70,62,67,74,64,74,62,3,46,1718,74,63,40,64,68,46,3
Normal,Atlético Nacional,Atlético Nacional,2018,5'9,168567,29,10-01-2017,,A. Ramírez,COLOMBIANA,No,RCM,Right,€2.5M,€1.8M,€4K,168lbs,Medium/ Low,65,37,50,78,72,72,78,62,72,72,2315,67,70,High,11,6,12,13,10,55,68,1,62,76,67,62,1,74,69,68,74,74,75,75,3,61,1962,66,74,64,77,77,60,3
Normal,U.N.A.M.,U.N.A.M.,2019,5'9,213620,9,14-07-2018,,F. Mora,Chile,No,RS,Right,€13.3M,€7.5M,€18K,159lbs,Medium/ Low,84,24,39,75,69,72,68,32,55,72,2305,77,40,Low,12,11,11,11,9,71,21,1,81,64,69,22,1,74,68,75,78,67,66,75,3,18,1732,78,71,23,71,57,66,3
Normal,Club América,Club América,2019,6'0,205631,17,23-07-2018,,C. Insaurralde,Argentina,No,LW,Right,€3.2M,€1.9M,€32K,159lbs,Medium/ Low,81,26,50,83,71,71,67,65,59,70,4982,76,57,High,7,9,10,8,14,66,49,1,67,38,65,43,1,70,68,71,70,72,63,71,3,28,1792,79,82,24,63,55,57,3
Normal,Burton Albion,Burton Albion,2020,6'0,201346,18,20-06-2017,,L. Boyce,Northern Ireland,No,ST,Right,€3.8M,€2.1M,€7K,165lbs,Medium/ Low,69,27,73,70,69,65,70,43,58,68,5218,72,60,High,11,12,9,14,13,70,34,1,74,28,66,33,1,70,73,66,71,62,61,75,3,19,1719,70,60,24,83,60,55,3
Normal,FC Utrecht,FC Utrecht,2020,6'0,202547,19,31-08-2018,,J. Bahebeck,France,No,ST,Right,€6.2M,€4M,€14K,168lbs,Medium/ Low,75,25,67,72,64,72,62,74,73,75,3369,71,74,High,13,9,15,11,11,65,34,1,66,55,71,50,1,72,65,65,75,71,74,76,3,23,1851,73,65,21,64,68,69,3
Normal,Sporting de Charleroi,Sporting de Charleroi,2021,6'0,212428,9,31-08-2018,,A. Niane,Mali,No,ST,Right,€4.6M,€2.9M,€10K,154lbs,Medium/ Low,73,25,55,74,66,67,68,49,54,68,4577,71,44,High,8,6,11,14,8,68,12,1,80,38,66,13,1,71,63,74,73,65,69,70,3,15,1647,71,69,14,76,50,66,3
Normal,Dijon FCO,Dijon FCO,2021,6'0,193226,29,12-07-2017,,B. Jeannot,France,No,ST,Right,€7.9M,€3.8M,€12K,172lbs,Medium/ Low,67,26,54,72,65,72,69,51,50,65,3814,74,49,Low,9,10,6,14,7,67,32,1,69,59,71,32,1,72,71,74,74,74,65,73,3,19,1702,64,54,19,66,57,71,3
Normal,Al Shabab,Al Shabab,2021,6'0,225359,10,01-07-2018,,C. Budescu,Romania,No,LS,Right,€10.7M,€6.5M,€32K,187lbs,Medium/ Low,58,29,65,67,70,80,67,66,83,75,1730,70,79,Low,13,14,14,12,13,54,47,1,46,72,76,48,1,75,75,70,75,76,76,79,3,52,1936,64,69,45,64,79,65,3
Normal,Yeni Malatyaspor,Asia clubs,2019,6'1,184518,7,09-07-2018,,O. Şişmanoğlu,Germany,No,ST,Right,€6.4M,€3.2M,€13K,183lbs,Medium/ Low,72,28,53,66,58,68,69,53,53,67,3805,72,44,High,12,7,14,9,12,75,41,1,81,49,62,47,1,72,63,75,72,73,67,65,3,47,1782,77,69,32,74,63,62,3
Normal,Vitória Guimarães,Vitória Guimarães,2020,6'1,201380,49,12-09-2017,,J. Tallo,Ivory Coast,No,ST,Right,€8.9M,€4.1M,€8K,176lbs,Medium/ Low,67,25,72,65,64,71,75,59,68,73,3718,71,54,Low,13,13,15,11,10,65,35,1,84,45,64,20,1,72,64,73,76,72,64,74,3,21,1774,71,67,21,76,63,69,3
Normal,Chongqing Dangdai Lifan FC SWM Team,Chongqing Dangdai Lifan FC SWM Team,2020,6'1,184858,27,15-09-2016,,Alan Kardec,BRAZIL,No,ST,Right,€16.1M,€7.5M,€13K,176lbs,Medium/ Low,73,29,53,68,62,73,67,68,56,70,1235,76,61,Low,7,16,12,10,9,82,33,1,77,57,72,26,1,76,69,78,76,75,65,78,3,24,1830,70,78,29,77,59,67,3
Normal,Rio Ave FC,Rio Ave FC,2021,6'1,210031,9,01-07-2018,,Bruno Moreira,Portugal,No,ST,Right,€3.6M,€1.7M,€6K,174lbs,Medium/ Low,60,30,72,58,56,67,70,44,40,65,5154,71,40,High,10,10,13,11,13,76,24,1,69,46,59,35,1,70,70,71,70,66,67,73,3,26,1670,61,67,29,75,53,73,3
Normal,SV Zulte-Waregem,SV Zulte-Waregem,2021,6'1,186444,9,03-01-2018,,H. Harbaoui,Tunisia,No,ST,Right,€3.8M,€2.5M,€15K,192lbs,Medium/ Low,69,33,81,56,56,71,74,61,47,66,2775,78,46,High,7,7,7,12,16,78,28,1,64,48,67,19,1,73,63,76,73,66,66,72,3,22,1695,55,60,24,78,58,71,3
Normal,Girona FC,Girona FC,2022,6'1,205495,19,30-01-2018,,A. Lozano,Honduras,No,ST,Right,€16.3M,€7.5M,€26K,174lbs,Medium/ Low,76,25,61,69,65,71,71,51,55,75,2465,73,28,High,6,6,11,13,8,72,14,1,74,53,69,30,1,74,67,73,79,71,70,68,3,35,1772,79,68,40,81,73,67,3
